"Gene"	"Disease"	"Inheritance_JS"	"MedicalAction"	"ModifiedInh_JS"	"Source"	"Inheritance_source"	"Gene_ReviewedJS"	"Comments_JS"
"MIP,AQP0"	"Cataract, polymorphic and lamellar, 604219 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MIP"	""
"MIR96,MIRN96,DFNA50"	"Deafness, autosomal dominant 50, 613074 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MIR96"	""
"MITF,WS2A"	"Waardenburg syndrome, type 2A, 193510 (3); Waardenburgsyndrome/ocular albinism, digenic, 103470 (3); Tietz albinism-deafness syndrome, 103500 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MITF"	""
"MKKS,HMCS,KMS,MKS,BBS6"	"McKusick-Kaufman syndrome, 236700 (3); Bardet-Biedl syndrome 6,209900 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MKKS"	""
"MKS1,MKS,BBS13"	"Meckel syndrome, type 1, 249000 (3); Bardet-Biedl syndrome 13,209900 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MKS1"	""
"MKS2,TMEM216"	"Meckel syndrome, type 2 (2)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TMEM216"	""
"MLC1,LVM,VL"	"Megalencephalic leukoencephalopathy with subcortical cysts, 604004-3 "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MLC1"	""
"MLL2,ALR"	"Kabuki syndrome, 147920 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MLL2"	""
"MLPH"	"Griscelli syndrome, type 3, 609227 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MLPH"	""
"MLYCD,MCD"	"Malonyl-CoA decarboxylase deficiency, 248360 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MLYCD"	""
"MMP13,CLG3,MANDP1"	"Spondyloepimetaphyseal dysplasia, Missouri type, 602111 (3);Metaphyseal anadysplasia 1, 602111 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MMP13"	""
"MMP2,CLG4A,MONA"	"Torg-Winchester syndrome, 259600 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MMP2"	""
"MMP20,AI2A2"	"Amelogenesis imperfecta, type IIA2, 612529 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MMP20"	""
"MMP9,CLG4B,MANDP2"	"Metaphyseal anadysplasia 2, 613073 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MMP9"	""
"MNX1,HLXB9,HOXHB9,SCRA1"	"Currarino syndrome, 176450 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MNX1"	""
"MOCS1,MOCOD"	"Molybdenum cofactor deficiency, type A, 252150 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MOCS1"	""
"MOCS2,MPTS"	"Molybdenum cofactor deficiency, type B, 252150 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MOCS2"	""
"MPDU1,SL15,CDGIF"	"Congenital disorder of glycosylation, type If, 609180 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MPDU1"	""
"MPI,PMI1,CDG1B"	"Congenital disorder of glycosylation, type Ib, 602579 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MPI"	""
"MPL,TPOR,MPLV"	"Thrombocytopenia, congenital amegakaryocytic, 604498 (3);{Thrombycytosis, susceptibility to}, 187950 (3); Thrombocythemia, essential, 187950 (3) "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"MPL"	""
"MPO"	"Myeloperoxidase deficiency, 254600 (3); {Alzheimer disease,susceptibility to}, 104300 (3); {Lung cancer, protection against, in smokers} (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MPO"	""
"MPV17,MTDPS6"	"Mitochondrial DNA depletion syndrome 6 (hepatocerebral type), 256810-3 "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MPV17"	""
"MPZ,CMT1B,CMTDI3,DSS"	"Charcot-Marie-Tooth disease, type 1B, 118200 (3); Dejerine-Sottassyndrome, 145900 (3); Neuropathy, congenital hypomyelinating, 605253 (3); Charcot-Marie-Tooth disease, type 2J, 607736 (3); Roussy-Levy syndrome,180800 (3); Charcot-Marie-Tooth disease, type 2I, 607677 (3); Charcot-Marie-Tooth disease, dominant intermediate 3, 607791 (3)"	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"MPZ"	""
"MRAP,FALP,C21orf61,GCCD2"	"Glucocorticoid deficiency 2, 607398 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MRAP"	""
"MRE11A,MRE11,ATLD"	"Ataxia-telangiectasia-like disorder, 604391 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MRE11A"	""
"MRPS16,COXPD2"	"Combined oxidative phosphorylation deficiency 2, 610498 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MRPS16"	""
"MRPS22,C3orf5,COXPD5"	"Combined oxidative phosphorylation deficiency 5, 611719 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MRPS22"	""
"MS4A1,CD20,CVID5"	"Immunodeficiency, common variable, 5, 613495 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MS4A1"	""
"MSRB3,DFNB74"	"Deafness, autosomal recessive 74, 613718 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MSRB3"	""
"MSX1,HOX7,HYD1,OFC5,STHAG1"	"Tooth agenesis, selective, 1, with or without orofacial cleft, 106600(3); Witkop syndrome, 189500 (3); Orofacial cleft 5, 608874 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MSX1"	""
"MSX2,CRS2,HOX8"	"Craniosynostosis, type 2, 604757 (3); Parietal foramina 1, 168500(3); Parietal foramina with cleidocranial dysplasia, 168550 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MSX2"	""
"MTM1,MTMX"	"Myotubular myopathy, X-linked, 310400 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"MTM1"	""
"MTMR2,CMT4B1"	"Charcot-Marie-Tooth disease, type 4B1, 601382 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MTMR2"	""
"MTP,MTTP"	"Abetalipoproteinemia, 200100 (3); {Metabolic syndrome, protectionagainst}, 605552 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MTTP"	""
"MTPAP,PAPD1,SPAX4"	"Ataxia, spastic, 4, 613672 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MTPAP"	""
"MTR"	"Methylcobalamin deficiency, cblG type, 250940 (3); {Neural tubedefects, folate-sensitive, susceptibility to}, 601634 (3); {Down syndrome, susceptibility to}, 190685 (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MTR"	""
"MTRR"	"Homocystinuria-megaloblastic anemia, cbl E type, 236270 (3);{Neural tube defects, folate-sensitive, susceptibility to}, 601634 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MTRR"	""
"MUSK"	"Myasthenic syndrome, congenital, associated with acetylcholinereceptor deficiency, 608931 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MUSK"	""
"MVK,MVLK"	"Mevalonic aciduria, 610377 (3); Hyper-IgD syndrome, 260920 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MVK"	""
"MYBPC3,CMH4"	"Cardiomyopathy, familial hypertrophic, 4, 115197 (3);?Cardiomyopathy, dilated, 115200 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYBPC3"	""
"MYCN,NMYC,ODED,MODED"	"Feingold syndrome, 164280 (3); Microcephaly and digital abnormalitieswith normal intelligence, 602585 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYCN"	""
"MYD88,MYD88D"	"Pyogenic bacterial infections, recurrent, due to MYD88 deficiency,612260 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MYD88"	""
"MYF6"	"Myopathy, centronuclear, 160150 (3); {Becker muscular dystrophymodifier}, 300376 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYF6"	""
"MYH14,KIAA2034,DFNA4"	"Deafness, autosomal dominant 4, 600652 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYH14"	""
"MYH2"	"Inclusion body myopathy-3, 605637 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYH2"	""
"MYH3"	"Arthrogryposis, distal, type 2A, 193700 (3); Arthrogryposis, distal,type 2B, 601680 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYH3"	""
"MYH6,ASD3,MYHCA,CMD1EE,CMH14"	"Cardiomyopathy, familial hypertrophic, 14, 613251 (3); Atrial septaldefect 3 (3); Cardiomyopathy, dilated, 1EE, 613252 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYH6"	""
"MYH7,CMH1,MPD1,CMD1S,SPMM,SPMD"	"Cardiomyopathy, familial hypertrophic, 1, 192600 (3); Cardiomyopathy,dilated, 1S, 613426 (3); Myopathy, myosin storage, 608358 (3); Laing distal myopathy, 160500 (3); Scapuloperoneal syndrome, myopathic type, 181430 (3);Left ventricular noncompaction 5, 613426 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYH7"	""
"MYH8"	"Carney complex variant, 608837 (3); Trismus-pseudocamptodactylysyndrome, 158300 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYH8"	""
"MYH9,MHA,FTNS,DFNA17"	"May-Hegglin anomaly, 155100 (3); Fechtner syndrome, 153640 (3);Sebastian syndrome, 605249 (3); Deafness, autosomal dominant 17, 603622 (3); Epstein syndrome, 153650 (3); Macrothrombocytopenia and progressivesensorineural deafness, 600208 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYH9"	""
"MYL2,CMH10"	"Cardiomyopathy, familial hypertrophic, 10, 608758 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYL2"	""
"MYL3,CMH8"	"Cardiomyopathy, familial hypertrophic, 8, 608751 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYL3"	""
"MYLK2,MLCK"	"Cardiomyopathy, hypertrophic, midventricular, digenic, 192600 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYLK2"	""
"MYO15A,DFNB3"	"Deafness, autosomal recessive 3, 600316 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MYO15A"	""
"MYO1A,DFNA48"	"Deafness, autosomal dominant 48, 607841 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYO1A"	""
"MYO3A,DFNB30"	"Deafness, autosomal recessive 30, 607101 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MYO3A"	""
"MYO5A,MYH12,GS1"	"Griscelli syndrome, type 1, 214450 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MYO5A"	""
"MYO5B,KIAA1119"	"Microvillus inclusion disease, 251850 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"MYO5B"	""
"MYO6,DFNA22,DFNB37"	"Deafness, autosomal dominant 22, 606346 (3); Deafness, autosomalrecessive 37, 607821 (3); Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy, 606346 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYO6"	""
"MYO7A,USH1B,DFNB2,DFNA11"	"Usher syndrome, type 1B, 276900 (3); Deafness, autosomal recessive 2,neurosensory, 600060 (3); Deafness, autosomal dominant 11, neurosensory, 601317 (3) "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"MYO7A"	""
"MYOC,TIGR,GLC1A,JOAG,GPOA"	"Glaucoma 1A, primary open angle, juvenile-onset, 137750 (3);Glaucoma 1A, primary open angle, recessive (3); Glaucoma, early-onset, digenic (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYOC"	""
"NAGA"	"Schindler disease, type I, 609241 (3); Kanzaki disease, 609242 (3);Schindler disease, type III, 609241 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NAGA"	""
"NAGLU,MPS3B"	"Mucopolysaccharidosis type IIIB (Sanfilippo B), 252920 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NAGLU"	""
"NAGS"	"N-acetylglutamate synthase deficiency, 237310 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NAGS"	""
"NALP12,PYPAF7,RNO,FCAS2,NLRP12"	"Familial cold autoinflammatory syndrome 2, 611762 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NLRP12"	""
"NALP7,NOD12,PYPAF3,HYDM,NLRP7"	"Hydatidiform mole, 231090 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NLRP7"	""
"NBS1,NBS,NBN"	"Nijmegen breakage syndrome, 251260 (3); Leukemia, acutelymphoblastic (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NBN"	""
"NCF1"	"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NCF1"	""
"NCF2"	"Chronic granulomatous disease due to deficiency of NCF-2, 233710 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NCF2"	""
"NDP,ND"	"Norrie disease, 310600 (3); Exudative vitreoretinopathy, X-linked,305390 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"NDP"	""
"NDRG1,HMSNL,CMT4D"	"Charcot-Marie-Tooth disease, type 4D, 601455 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDRG1"	""
"NDUFA1,MWFE"	"Mitochondrial complex I deficiency, 252010 (3)  "	"XD"	""	"0"	"Berg.et.al.2013"	"XD"	"NDUFA1"	""
"NDUFA11"	"Mitochondrial complex I deficiency, 252010 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFA11"	""
"NDUFA2"	"Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFA2"	""
"NDUFAF2,NDUFA12L,MMTN,B17.2L"	"Mitochondrial complex I deficiency, 252010 (3); Leigh syndrome,256000 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFAF2"	""
"NDUFAF3"	"Mitochondrial complex I deficiency, 252010 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFAF3"	""
"NDUFAF4,HRPAP20,C6orf66"	"Mitochondrial complex I deficiency, 252010 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFAF4"	""
"NDUFS1"	"Mitochondrial complex I deficiency, 252010 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFS1"	""
"NDUFS2"	"Mitochondrial complex I deficiency, 252010 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFS2"	""
"NDUFS3"	"Leigh syndrome, 256000 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFS3"	""
"NDUFS4,AQDQ"	"Leigh syndrome, 256000 (3); Mitochondrial complex I deficiency,252010 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFS4"	""
"NDUFS6"	"Complex I, mitochondrial respiratory chain, deficiency of, 252010 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFS6"	""
"NDUFS7,PSST"	"Leigh syndrome, 256000 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFS7"	""
"NDUFS8"	"Leigh syndrome, 256000 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFS8"	""
"NDUFV1,UQOR1"	"Leigh syndrome, 256000 (3); Alexander disease, 203450 (3);Mitochondrial complex I deficiency, 252010 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFV1"	""
"NDUFV2"	"Mitochondrial complex I deficiency, 252010 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NDUFV2"	""
"NEB,NEM2"	"Nemaline myopathy 2, autosomal recessive, 256030 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NEB"	""
"NEFL,CMT2E,CMT1F"	"Charcot-Marie-Tooth disease, type 2E, 607684 (3);Charcot-Marie-Tooth disease, type 1F, 607734 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NEFL"	""
"NEK1,SRPS2"	"Short rib-polydactyly syndorme, type II, 253520 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NEK1"	""
"NEK8,JCK,NPHP9"	"Nephronophthisis 9 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NEK8"	""
"NELF"	"Hypogonadotropic hypogonadism, 146110 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NELF"	""
"NEU1,NEU,SIAL1"	"Sialidosis, type I, 256550 (3); Sialidosis, type II, 256550 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NEU1"	""
"NEUROG3,NGN3,ATOH5"	"Diarrhea 4, malabsorptive, congenital, 610370 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NEUROG3"	""
"NEXN,NELIN,CMD1CC"	"Cardiomyopathy, dilated, 1CC, 613122 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NEXN"	""
"NF1,VRNF,WSS,NFNS"	"Neurofibromatosis, type 1, 162200 (3); Leukemia, juvenilemyelomonocytic, 607785 (3); Melanoma, desmoplastic neurotrophic (2); Neurofibromatosis, familial spinal, 162210 (3); Neurofibromatosis-Noonansyndrome, 601321 (3); Watson syndrome, 193520 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NF1"	""
"NF2"	"Neurofibromatosis, type 2, 101000 (3); Meningioma, NF2-related,somatic, 607174 (3); Schwannomatosis, 162091 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NF2"	""
"NFKBIA,IKBA"	"Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency,612132 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NFKBIA"	""
"NGFB,HSAN5,NGF"	"Neuropathy, hereditary sensory and autonomic, type V, 608654 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NGF"	""
"NHEJ1,XLF"	"Severe combined immunodeficiency with microcephaly, growthretardation, and sensitivity to ionizing radiation, 611291 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NHEJ1"	""
"NHLRC1,EPM2B"	"Epilepsy, progressive myoclonic 2B (Lafora), 254780 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NHLRC1"	""
"NHS,CXN"	"Nance-Horan syndrome, 302350 (3); Cataract, congenital, X-linked,302200 (3)  "	"XD"	""	"0"	"Berg.et.al.2013"	"XD"	"NHS"	""
"NIPA1,SPG6"	"Spastic paraplegia-6, 600363 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NIPA1"	""
"NIPBL,CDLS1"	"Cornelia de Lange syndrome 1, 122470 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NIPBL"	""
"NKX2-1,TITF1,NKX2A"	"Goiter, familial, due to TTF-1 defect (1); Chorea, hereditarybenign, 118700 (3); Choreoathetosis, hypothyroidism, and neonatal respiratory distress, 610978 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NKX2-1"	""
"NKX2-6,CSX2"	"Persistent truncus arteriosus, 217095 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NKX2-6"	""
"NKX2E,CSX,CHNG5,NKX2-5"	"Atrial septal defect with atrioventricular conduction defects,108900 (3); Tetrology of Fallot, 187500 (3); Atrioventricular block, second-degree (3); Hypothyroidism, congenital nongoitrous, 5, 225250 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NKX2-5"	""
"NKX3-2,BAPX1,SMMD"	"Spondylo-megaepiphyseal-metaphyseal dysplasia, 613330 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NKX3-2"	""
"NLRP3,CIAS1,FCU,FCAS,NALP3,PYPAF1"	"Cold-induced autoinflammatory syndrome, familial, 120100 (3);Muckle-Wells syndrome, 191900 (3); CINCA syndrome, 607115 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NLRP3"	""
"NOBOX,POF5"	"Premature ovarian failure 5, 611548 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NOBOX"	""
"NODAL"	"Heterotaxy, visceral, 5, 270100 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NODAL"	""
"NOG,SYM1,SYNS1"	"Symphalangism, proximal, 185800 (3); Synostoses syndrome, multiple,1, 186500 (3); Tarsal-carpal coalition syndrome, 186570 (3); Stapes ankylosis with broad thumb and toes, 184460 (3); Brachydactyly, type B2, 611377 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NOG"	""
"NOLA2,NHP2"	"Dyskeratosis congenita, 224230 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NHP2"	""
"NOLA3,NOP10"	"Dyskeratosis congenita, autosomal recessive, 224230 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NOP10"	""
"NOTCH1,TAN1"	"Aortic valve disease, 109730 (3); Leukemia, T-cell acutelymphoblastic (2)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NOTCH1"	""
"NOTCH2,AGS2"	"Alagille syndrome 2, 610205 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NOTCH2"	""
"NPC1,NPC"	"Niemann-Pick disease, type C1, 257220 (3); Niemann-Pick disease,type D, 257220 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NPC1"	""
"NPC2,HE1"	"Niemann-pick disease, type C2, 607625 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NPC2"	""
"NPHP1,NPH1,SLSN1,JBTS4"	"Nephronophthisis 1, juvenile, 256100 (3); Senior-Loken syndrome-1,266900 (3); Joubert syndrome 4, 609583 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NPHP1"	""
"NPHP3,NPH3,RHPD,MKS7"	"Nephronophthisis 3, 604387 (3); Renal-hepatic-pancreatic dysplasia,208540 (3); Meckel syndrome 7, 267010 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NPHP3"	""
"NPHP4,SLSN4"	"Nephronophthisis 4, 606966 (3); Senior-Loken syndrome 4, 606996 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NPHP4"	""
"NPHS1,NPHN"	"Nephrotic syndrome, type 1, 256300 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NPHS1"	""
"NPPA,PND,ANP,ATFB6"	"Atrial fibrillation, familial, 6, 612201 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NPPA"	""
"NPR2,ANPRB,AMDM"	"Acromesomelic dysplasia, Maroteaux type, 602875 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NPR2"	""
"NR0B2,SHP"	"Obesity, mild, early-onset, 601665 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NR0B2"	""
"NR2E3,PNR,ESCS,RP37"	"Enhanced S-cone syndrome, 268100 (3); Retinitis pigmentosa-37,611131 (3)  "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"NR2E3"	""
"NR3C1,GCR,GRL"	"Cortisol resistance (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NR3C1"	""
"NR3C2,MLR,MCR"	"Pseudohypoaldosteronism type I, autosomal dominant, 177735 (3);Hypertension, early-onset, autosomal dominant, with exacerbation in pregnancy, 605115 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NR3C2"	""
"NR5A1,FTZF1,FTZ1,AD4BP,POF7"	"46XY gonadal dysgenesis, complete or partial, with or without adrenalfailure, 612965 (3); Premature ovarian failure 7, 612964 (3); Adrenocortical insufficiency (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NR5A1"	""
"NRAMP2,SLC11A2"	"Anemia, hypochromic microcytic, 206100 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"SLC11A2"	""
"NRAS,ALPS4,NS6"	"Colorectal cancer, 114500 (3); Thyroid carcinoma, follicular,188470 (3); Autoimmune lymphoproliferative syndrome type IV (3); Noonan syndrome 6, 613224 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NRAS"	""
"NRL,D14S46E,RP27"	"Retinitis pigmentosa-27 (3); Retinal degeneration, autosomalrecessive, clumped pigment type (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NRL"	""
"NRXN1,PTHSL2"	"Pitt-Hopkins-like syndrome 2 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NRXN1"	""
"NSD1,ARA267,STO"	"Sotos syndrome, 117550 (3); Leukemia, acute myeloid, 601626 (1);Weaver syndrome, 277590 (3); Beckwith-Wiedemann syndrome, 130650 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NSD1"	""
"NSDHL"	"CHILD syndrome, 308050 (3); CK syndrome, 300831 (3)  "	"XD"	""	"0"	"Berg.et.al.2013"	"XD"	"NSDHL"	""
"NT5C3,UMPH1,PSN1"	"Anemia, hemolytic, due to UMPH1 deficiency, 266120 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NT5C3"	""
"NT5E,NT5"	"Calcification of joints and arteries, 211800 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NT5E"	""
"NTF4,NTF5,NT5,NT4,GLC1O"	"Glaucoma 1, open angle, 1O, 613100 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NTF4"	""
"NTRK1,TRKA,MTC"	"Insensitivity to pain, congenital, with anhidrosis, 256800 (3);Medullary thyroid carcinoma, familial, 155240 (3)  "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"NTRK1"	""
"NTRK2,TRKB"	"Obesity, hyperphagia, and developmental delay (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NTRK2"	""
"NUBPL,IND1"	"Mitochondrial complex I deficiency, 252010 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NUBPL"	""
"NUP62,SNDI,IBSN"	"Striatonigral degeneration, infantile, 271930 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NUP62"	""
"OAT,GACR"	"Gyrate atrophy of choroid and retina with or withoutornithinemia, 258870 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"OAT"	""
"OBSL1,KIAA0657,3M2"	"Three M syndrome 2, 612921 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"OBSL1"	""
